집계구코드,residential_pop,lon,lat,n_classic_stops,n_thermal_stops
1104055020011,1015.5,127.04815221499004,37.55936463586922,180,104
1104055020012,431.7,127.0431788639686,37.56136149415404,247,143
1104055020013,1787.8,127.04669683220465,37.556212603859805,0,0
1104055020006,1443.5,127.04320973464556,37.55926289892274,257,143
1104055020007,301.4,127.04783564900042,37.56073840981191,184,106
1104055020004,473.5,127.0473309486559,37.56192351134187,183,107
1104055020005,612.7,127.04664049268293,37.56071733246887,200,117
1104055020002,901.0,127.0500799473367,37.55957537596788,163,89
1104055020003,171.1,127.04763918825194,37.56468465641806,165,88
1104055020001,200.4,127.04746841475978,37.56385266427793,176,104
1104055020014,469.1,127.04729314857472,37.560032501117185,202,117
1104055020008,417.4,127.04609359490816,37.56169378582893,198,121
1104055020201,556.7,127.04946207228812,37.560455329378115,175,102
1104055020301,496.5,127.0491355762294,37.561877893952,181,102
1104055030002,1833.2,127.04149642539628,37.55455725858832,283,0
1104055030001,454.5,127.04181326171587,37.556616794568576,313,119
1104055030103,356.2,127.04021483091384,37.5563293132235,318,2
1104055030102,12.4,127.04024469990384,37.55548107442123,303,152
1104055030101,836.5,127.04008147377095,37.557302940807034,319,180
1104056010001,870.9,127.03749524939028,37.56228113496782,273,158
1104056010101,203.9,127.03767110132054,37.55984991620436,302,158
1104056010103,691.3,127.03718442472776,37.56063458725755,300,162
1104056010102,270.1,127.03798575540053,37.559073168177115,319,177
1104056010201,5.5,127.03733304425214,37.56500547629556,239,146
1104056010202,4.2,127.03727688381974,37.5643693529961,251,170
1104056020006,199.9,127.03120654729578,37.558509303876846,310,227
1104056020004,239.7,127.03255622237268,37.56013138289478,296,218
1104056020005,175.0,127.03165229981562,37.559948562219425,297,218
1104056020002,3465.5,127.03302049797392,37.559328063023585,297,219
1104056020003,464.2,127.0342365336269,37.561519996739136,288,213
1104056020001,404.2,127.03340158670456,37.56102862817154,294,217
1104056030007,425.4,127.03619256062504,37.55755178382965,321,215
1104056030006,253.2,127.03709916899255,37.55835038028147,320,208
1104056030005,544.6,127.03719638457294,37.55733863412541,325,213
1104056030004,1086.0,127.03848245695195,37.55602497282823,309,179
1104056030003,253.5,127.03574436755162,37.556913078867424,317,212
1104056030002,9048.3,127.03513180274813,37.558687332236616,316,216
1104056030001,651.9,127.03708380677472,37.556326101854104,305,176
1104056030108,1210.9,127.03632137244642,37.55480877000216,326,184
1104056030107,32.8,127.0373498188412,37.55420509504347,313,169
1104056030106,34.3,127.03591127017282,37.55607338560722,320,195
1104056030105,861.3,127.03482208221064,37.555016978934354,332,196
1104056030104,58.2,127.03589525045469,37.55533066581215,330,198
1104056030103,47.3,127.03512030347372,37.55573684250681,318,200
1104056030102,1568.9,127.03711267644948,37.555243460057824,288,168
1104056030101,290.1,127.03674274606496,37.554533904900566,294,168
1104057010001,758.7,127.03019089858462,37.55851497219054,306,223
1104057010003,285.7,127.02991479656365,37.560010260467024,288,219
1104057010002,947.4,127.02931194045476,37.55947418755024,296,227
1104057010115,491.6,127.0250367546232,37.55771670663545,293,210
1104057010114,689.6,127.02651783759828,37.55831186142298,299,232
1104057010117,149.9,127.02728548020136,37.558426422435154,285,205
1104057010116,415.8,127.02618919783724,37.55759921488106,281,206
1104057010101,794.0,127.0285506819385,37.55830149591259,286,203
1104057010103,413.8,127.02583942506438,37.55802785673343,296,212
1104057010102,1295.4,127.0287037440166,37.55760436536085,295,231
1104057010105,374.9,127.0264022458408,37.55624558229662,293,209
1104057010104,212.3,127.02786227401492,37.55938142739309,285,227
1104057010107,536.5,127.02545068037529,37.55727177949348,293,210
1104057010106,836.4,127.02834265778772,37.55991316752317,283,228
1104057010119,38.3,127.02745120637135,37.55680101697395,299,217
1104057010118,307.9,127.02832234803786,37.558870332695335,279,201
1104057010108,786.7,127.02560158256632,37.55663201342095,281,205
1104057010109,117.2,127.0264141407192,37.55699221051535,281,206
1104057010111,24.6,127.02760655164624,37.55725288933834,307,229
1104057010110,161.4,127.02526124974963,37.55602661299926,289,209
1104057010113,118.3,127.02700606017348,37.5593217879346,289,235
1104057010112,940.5,127.02737981335709,37.5577714307154,298,221
1104057010201,591.9,127.02980227869452,37.55861817065451,279,201
1104057020002,13.2,127.03031068802716,37.55442609687923,290,203
1104057020001,339.4,127.03264307735512,37.55739700021859,310,205
1104057020104,625.2,127.0320213308072,37.55425982668655,307,198
1104057020102,363.6,127.03219824228724,37.55355700828617,301,198
1104057020103,642.4,127.03283809112634,37.55438323981688,319,212
1104057020101,964.7,127.03383337317167,37.555002273032656,318,212
1104057020202,648.3,127.03326415079444,37.555777306898094,325,218
1104057020203,515.6,127.03164643869316,37.55467775066194,304,216
1104057020201,10.7,127.0326436409888,37.55519340375085,317,217
1104057020306,210.8,127.030864315343,37.55612067156302,299,233
1104057020307,273.1,127.02680690590935,37.55487750602682,294,218
1104057020304,244.4,127.02617744172356,37.5551528149872,279,208
